crystal,label,band_gap,chemsys,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,formula_anonymous,formula_pretty,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,volume
K,mp-1211873,1.1872999999999998,K-P-S-Ti,2.160345072457682,25.943637315904176,False,1.67355262,0.0,-5.330110987678571,-1.0213684515565475,A2B3C5D18,K3Ti2P5S18,False,False,False,True,4,56,0,0,NM,True,0.0039978,0.0019989,2.7517068961846027e-06,-5.006753844821428,1452.843689690634
K,mp-1211874,3.7656,F-Gd-K-O-Si,3.0908141541950593,15.84551666307076,False,4.13175922,0.0,-8.009469045862069,-3.191490247620691,A2B3C9D12E32,K9Gd3Si12(O16F)2,True,True,False,True,5,58,3,2,FM,True,20.9998008,20.9998008,0.0228497144481445,-7.61450352862069,919.039966458104
K,mp-1211875,2.1687999999999996,H-K-O-Si-U,4.281488347282611,15.599648313921222,False,2.81841406,0.0124560963750006,-8.081444244,-2.9914457140499993,ABCDE6,KUSiHO6,False,False,False,False,5,20,0,0,NM,True,2.94e-05,1.47e-05,9.423289361518252e-08,-7.669244244,311.99296627842443
K,mp-1211876,1.1511,C-Cl-Hf-K,4.354708440213595,27.419322543942183,False,2.15623176,0.0,-6.4343286209782615,-2.1817091201304355,ABC6D15,KHf6CCl15,False,False,False,True,4,92,0,0,NM,True,0.0018394,0.00045985,7.291747718722092e-07,-6.033893838369566,2522.577674042681
K,mp-1211877,4.0697,H-K-O-P-Se,2.4948241910698075,14.161586182818873,False,-1.08553606,0.0,-5.935792473999999,-1.877012493778472,ABC2D3E8,K2PH3SeO8,False,False,False,True,5,30,0,0,NM,True,0.0007727,0.00038635,1.81876989866539e-06,-5.569392474,424.84758548456614
K,mp-1211879,1.9435,K-S-W,3.220415034886207,28.749743870205148,False,2.23215828,0.0,-5.781858248928572,-1.249754307285715,AB2C4,K2WS4,True,False,False,True,3,28,0,0,NM,True,0.0,0.0,0.0,-5.4944296775,804.9928283657441
K,mp-1211880,0.0095,K-O-P-Yb,3.707204951465392,16.719062576359494,False,-0.71419041,0.010398862401308,-7.024711170789474,-2.766806617684211,A2B2C3D12,K2Yb2(PO4)3,True,True,False,False,4,76,32,4,FM,True,11.9565972,2.9891493,0.0094098366251032,-6.590816433947369,1270.6487558033216
K,mp-1211882,0.0,F-K-O,1.7505685038850451,19.302525610295387,False,-2.08673329,0.2419347472916673,-4.538144220208333,-0.7367054269583336,ABC4,KO4F,False,True,True,False,3,48,16,4,FM,True,0.0416272,0.0052034,4.49284902319092e-05,-4.353810886875,926.5212292941784
K,mp-1211883,0.0,As-Ge-In-K,4.164178573357541,29.419496982004613,False,2.99520254,0.1129244417613626,-3.936659682413793,-0.1599509081034481,A4B5C6D14,K5In4(Ge3As7)2,False,False,True,False,4,29,0,0,NM,True,0.0041162,0.0041162,4.824621274840413e-06,-3.936659682413793,853.1654124781338
K,mp-1211884,4.3353,Cr-F-K,1.711732512792607,27.48092122501412,False,0.84690208,0.0451686670000004,-5.488035989,-3.0427241774,AB3C6,K3CrF6,True,True,False,False,3,10,1,1,FM,True,3.0003352,3.0003352,0.010917884358509,-5.010935989,274.80921225014123
K,mp-1211886,3.0409999999999995,I-K-Nd,4.363542576758228,40.76438785097291,False,1.06249299,0.0,-3.5343627875,-1.7398906529375,AB2C5,K2NdI5,False,False,False,True,3,32,0,0,NM,True,0.0,0.0,0.0,-3.2974877875,1304.460411231133
K,mp-1211887,4.734500000000001,K-Ni-O-P,2.7933145429404735,14.16644321246158,False,5.05510854,0.0187361921052646,-7.231437911578948,-2.5464690097017546,AB2C4D12,K2Ni(PO3)4,False,True,False,False,4,38,2,1,FM,True,3.9990418,1.9995209,0.0074286777934979,-6.663806332631578,538.32484207354
K,mp-1211889,2.6176,Fe-K-O-P-Zr,3.1836002428526213,14.005548749253087,False,1.0759772,0.0,-7.817780220263158,-2.8262701261052636,ABC2D3E12,K2ZrFe(PO4)3,False,True,False,True,5,76,4,1,FM,True,19.9448283,4.986207075,0.0187377128889565,-7.26514864131579,1064.4217049432348
K,mp-1211890,5.0477,Cl-K-Y,2.3305628096896127,29.848195775460937,False,3.80267549,0.0,-4.5775110429999994,-2.4886222515666665,AB3C6,K3YCl6,True,False,False,True,3,40,0,0,NM,True,0.0,0.0,0.0,-4.209111043,1193.9278310184377
K,mp-1211892,1.0602,Au-I-K,4.9277062504641505,41.48298428037406,False,0.85389974,0.0093312280357147,-2.716599087857143,-0.9351866849285714,A3B3C8,K3Au3I8,False,False,False,False,3,28,0,0,NM,True,5.8e-05,2.9e-05,4.9934415456425615e-08,-2.5000276592857142,1161.5235598504737
K,mp-1211894,1.9466,Cl-H-K-Sn,2.446650101814626,28.821509418758193,False,2.39440674,0.2554060068750003,-3.5375893484375,-1.4104340441874998,ABC2D4,K2SnHCl4,False,True,False,False,4,32,2,1,FM,True,4.0000002,1.00000005,0.0043370388564259,-3.2082143484375,922.2883014002622
K,mp-1211895,1.8534,K-Nb-Nd-O,4.74707924979294,14.09796655995758,False,1.19700553,0.0196334693840452,-8.809241399565218,-3.0833369997717393,AB2C5D15,K2NdNb5O15,False,False,False,False,4,46,0,0,NM,True,0.0092042,0.0046021,1.4192919489264853e-05,-8.361197921304347,648.5064617580487
K,mp-1211896,3.4901,F-K-P,1.5687568788514947,27.760289422415145,False,1.8760836,0.2412361098666657,-4.673927593,-2.6525902777333332,AB3C6,K3PF6,False,False,False,False,3,10,0,0,NM,True,1.87e-05,1.87e-05,6.736241007955997e-08,-4.396727593,277.60289422415144
K,mp-1211897,5.0577000000000005,Cl-Dy-K,2.7443761870493724,29.80046668214826,False,3.77267056,0.0,-4.3937312964999995,-2.4908109323999996,AB3C6,K3DyCl6,True,False,False,True,3,40,0,0,NM,True,0.0,0.0,0.0,-4.0253312965,1192.0186672859304
K,mp-1211898,0.8211,C-H-K-Mg-O,2.048219188759833,13.427018070722218,False,-0.27821116,0.4423830650000031,-6.063823451999999,-1.1286485760333325,ABCD2E10,KMgH(CO5)2,False,False,False,False,5,15,0,0,NM,True,0.0022003,0.0022003,1.0924738902863236e-05,-5.956490118666666,201.4052710608333
K,mp-1211899,0.0,K-Mn-P,2.1497415084425495,30.137722284225088,False,2.17566503,1.155776159666667,-3.712767648,0.7291159918804603,AB2C2,K2MnP2,False,True,True,False,3,5,1,1,FM,True,3.6303222,3.6303222,0.024091549890618,-3.712767648,150.68861142112544
K,mp-1211900,1.0356,I-K-S,1.9753014490464695,46.44838177140878,False,0.20227353,0.1631334350000002,-3.041001119,-1.252798507425,ABC3,K3SI,True,False,False,False,3,30,0,0,NM,True,0.000582,9.7e-05,4.1766794148987203e-07,-2.864601119,1393.4514531422635
K,mp-1211901,2.3467999999999996,K-La-O-Ti,4.748632802752714,14.480491319451504,False,5.7825406,0.0001296135714294,-8.208100388571427,-3.3897214009047616,ABCD4,KLaTiO4,False,False,False,False,4,28,0,0,NM,True,6.5e-05,1.625e-05,1.603142131172178e-07,-7.81552896,405.4537569446421
K,mp-1211903,4.7465,Cl-K-Nd,2.976100554215626,27.877226876646528,False,3.95738679,0.0,-4.5783483609375,-2.5493947826250007,AB2C5,K2NdCl5,False,False,False,True,3,32,0,0,NM,True,0.0,0.0,0.0,-4.1945983609375,892.0712600526889
K,mp-1211904,0.0266999999999999,K-Mo-O-U,4.637230248699954,15.836233668384532,False,3.12959668,0.0980207593055553,-8.221598941111111,-2.3655198983888885,AB2C3D12,K2U(MoO4)3,True,True,False,False,4,36,6,3,FM,True,3.99945,1.999725,0.0070152938924565,-7.229932274444445,570.1044120618432
