crystal,label,band_gap,chemsys,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,formula_anonymous,formula_pretty,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,volume
Mg,mp-1233431,0.3431999999999999,F-Mg-Mn-O,3.7661513811804297,13.225441246203289,False,1.64376074,0.1568675694736834,-7.433244563684211,-2.609509911715064,AB4C6D8,MgMn6(OF2)4,True,True,False,False,4,19,6,6,FM,True,28.0032877,28.0032877,0.111441064228502,-6.567349826842105,251.28338367786245
Mg,mp-1233432,0.2225000000000001,Mg-Mn-O-Zn,4.94318158788425,11.40583992524035,False,3.23268523,0.0868125610465062,-7.472274668837209,-1.9414966622133123,AB6C12D24,MgMn12Zn6O24,False,True,False,False,4,43,12,12,FM,True,49.9031271,49.9031271,0.1017494412635664,-6.623344436279069,490.45111678533505
Mg,mp-1233433,1.9213,Mg-Ni-O-V,3.6563850728915295,12.846420135794189,False,1.75046583,0.0963538935087591,-7.9009763068421055,-2.171689873947369,AB2C4D12,MgV4(NiO6)2,False,True,False,False,4,19,6,6,FM,True,6.0,6.0,0.0245819045575444,-6.841713148947369,244.08198258008957
Mg,mp-1233436,1.5552,Mg-O-Rb-Tb-V,3.9704588043920137,18.66704081823419,False,1.96011034,0.0980531444333348,-7.016872137333333,-2.5557007908333333,ABC2D3E8,Rb3TbMgV2O8,False,True,False,False,5,15,2,2,FM,True,2.0142181,2.0142181,0.0071934918862715,-6.423805470666666,280.0056122735129
Mg,mp-1233437,0.1520999999999999,Cu-Ho-Mg-O-Si,4.624380602682482,12.96375044069634,False,5.01296743,0.2101055172500103,-7.908702008000001,-3.11240995225,ABC2D4E12,Ho2MgCu(SiO3)4,False,True,False,False,5,20,2,3,FM,True,0.9982192,0.9982192,0.0038500401738155,-7.496502008,259.27500881392683
Mg,mp-1233438,0.0,Mg-O-Ru-Yb,7.938382846564225,12.229999713427594,False,2.72089986,0.1213409878260982,-7.214350513913043,-2.2530476753260857,AB4C4D14,Yb4Mg(Ru2O7)2,False,True,True,False,4,23,4,3,FM,True,3.2104554,3.2104554,0.0114133295717129,-6.796176600869565,281.2899934088347
Mg,mp-1233440,0.3248999999999999,Ga-H-Mg-O-P,2.559022095496022,14.518146003033026,False,1.49144627,0.2037778883877576,-6.350176488571429,-1.9047698527857149,AB4C6D6E18,MgGa4P6(HO3)6,False,True,False,False,5,35,2,2,FM,True,0.0,0.0,0.0,-5.966176488571429,508.13511010615593
Mg,mp-1233441,0.0,Ba-Mg-O-Rh,6.363869820536089,14.627463562077113,False,3.47927132,0.1313404409021137,-6.690829516190477,-2.0197020959523817,AB4C4D12,Ba4Mg(RhO3)4,False,True,True,False,4,21,3,4,FM,True,1.9663903,1.9663903,0.0064014948959501,-6.298258087619049,307.17673480361935
Mg,mp-1233442,1.8317,F-Fe-Mg-O,4.088445696680254,12.299198105332955,False,1.46857322,0.2073502384210526,-6.8367622168421045,-2.2315520118421035,AB4C6D8,MgFe6(OF2)4,True,True,False,False,4,19,9,10,FM,True,25.9997863,25.9997863,0.1112600832626488,-5.785183269473684,233.6847640013262
Mg,mp-1233443,2.393,As-Ba-Cl-Mg-O,4.596689650788915,19.339269311758542,False,2.08331327,0.0683721388565903,-6.649341270697675,-2.668821683023255,AB2C6D10E24,Ba10MgAs6(ClO12)2,False,False,False,False,5,43,0,0,NM,True,0.0,0.0,0.0,-6.237341270697674,831.5885804056173
Mg,mp-1233447,0.7983000000000002,Mg-O-S-Sr,2.971717738294325,16.96537889033557,False,4.49237075,0.2524599797249998,-6.617524254799999,-2.455481346366666,AB4C4D16,Sr4Mg(SO4)4,False,False,False,False,4,25,0,0,NM,True,0.0,0.0,0.0,-6.1778442548,424.1344722583892
Mg,mp-1233448,1.9804999999999997,Mg-Nd-O-Rb-W,6.751876848345991,14.511044669098366,False,2.80069417,0.0737760354000016,-8.353738388,-2.5906510536000007,AB2C2D4E16,Rb2Nd2Mg(WO4)4,False,True,False,False,5,25,2,4,FM,True,1.9985912,1.9985912,0.0055091587010439,-7.203978388,362.7761167274592
Mg,mp-1233449,1.3271000000000002,Br-Mg-O-Pb-Tl,6.5704018440819905,29.84765622756891,False,3.58987952,0.3022978101944478,-4.121708850444445,-1.1604657594814816,AB2C8D16E18,MgTl2Pb16(Br9O4)2,False,False,False,False,5,45,0,0,NM,True,0.0,0.0,0.0,-3.9995755171111114,1343.144530240601
Mg,mp-1233450,0.4993999999999996,Mg-O-Th-Y,9.288646438104358,14.54122761951504,False,8.10668976,0.1600640176350314,-9.668071276129032,-4.064030965215055,ABC9D20,YTh9MgO20,False,False,False,False,4,31,0,0,NM,True,1.0,1.0,0.0022183866011998,-9.22484546967742,450.7780562049663
Mg,mp-1233454,2.2057,Cs-Mg-O-Tm-W,7.643807015002607,14.071357717399952,False,2.87268882,0.129251212399998,-8.2999336172,-2.567041779567816,AB2C2D4E16,Cs2Tm2Mg(WO4)4,False,True,False,False,5,25,2,4,FM,True,2.0,2.0,0.005685307815114,-7.1501736172,351.7839429349988
Mg,mp-1233455,1.5917,Fe-Mg-O-P-V,2.757082981827864,13.737119164124262,False,1.38450366,0.0467486664285745,-7.85780967952381,-2.616806855039683,ABCD4E14,MgVFe(P2O7)2,False,True,False,False,5,21,2,2,FM,True,7.0008294,7.0008294,0.0242680306247951,-7.211428727142858,288.4795024466095
Mg,mp-1233456,0.1876999999999999,Cr-Mg-O-S,2.834813662631237,13.036215992256391,False,0.50527543,0.0814723042830882,-7.079140076176471,-1.9585915252573536,AB3C6D24,MgCr3(SO4)6,False,True,False,False,4,34,3,3,FM,True,8.0004941,8.0004941,0.0180503798141864,-6.417816546764706,443.23134373671735
Mg,mp-1233457,1.411,Ga-Mg-Mn-O-Sr,4.171321531500054,16.428347735796233,False,2.07701705,0.097802062368423,-6.92376096631579,-2.597162881843617,AB2C2D4E10,Sr4MgMn2(GaO5)2,False,True,False,False,5,19,2,2,FM,True,9.9968045,9.9968045,0.0320268120522381,-6.386603071578947,312.13860698012843
Mg,mp-1233459,0.0,F-Fe-Mg-O,4.41508434726903,11.098022487655536,False,2.02514259,0.1910950504749111,-7.275614823870968,-1.6919558754838713,AB4C10D16,MgFe10(O4F)4,False,True,True,False,4,31,16,26,FM,True,46.000001,46.000001,0.133705892347085,-6.13367934,344.0386971173216
Mg,mp-1233462,0.1411000000000002,F-Mg-Mn-O,4.094529149375634,12.100759024233795,False,2.12691268,0.1988517477302513,-7.469005262631579,-2.485522729412432,AB5C6D7,MgMn6O5F7,False,True,False,False,4,19,6,4,FM,True,27.0007514,27.0007514,0.1174382678062916,-6.591268420526316,229.91442146044213
Mg,mp-1233463,1.7999999999999998,Co-La-Mg-O-Pb-Sb,6.583531473645485,15.252419597448847,False,5.14829812,0.1824161663894097,-6.938877169047619,-2.1420918830952385,AB2C2D2E2F12,La2MgCo2Sb2(PbO6)2,False,True,False,False,6,21,2,2,FM,True,6.0017945,6.0017945,0.0187379934225676,-6.39030574047619,320.3008115464258
Mg,mp-1233465,1.4789000000000003,Al-H-Mg-O,2.322233899608982,8.292716999844908,False,5.10000258,0.1764855239655185,-5.921414852758621,-1.898809320172414,AB4C12D12,MgAl4(HO)12,False,False,False,False,4,29,0,0,NM,True,0.0,0.0,0.0,-5.637138990689655,240.4887929955023
Mg,mp-1233466,0.0,Al-Ba-H-Mg-O-P,3.1973186233815944,11.979718612830151,False,2.47092871,0.1854141471697925,-7.045251522173913,-2.6269175421376807,ABC2D2E3F14,BaMgAl3P2(HO7)2,False,False,True,False,6,23,0,0,NM,True,0.0015434,0.0015434,5.601496161539129e-06,-6.627077609130436,275.53352809509346
Mg,mp-1233467,1.5272,F-H-Mg-O-Te,3.7719632270188312,15.058240014708783,False,2.31105396,0.1047022606974579,-5.098758069565218,-1.937176686485508,AB4C4D6E8,MgTe4H4(O3F4)2,False,False,False,False,5,23,0,0,NM,True,0.0,0.0,0.0,-4.758845026086957,346.339520338302
Mg,mp-1233468,0.1083999999999996,Fe-I-Mg-O-Sb,4.985798873614695,21.334863588981836,False,5.60936423,0.1129677288414603,-6.108481216341463,-1.435529640426829,AB6C6D10E18,MgFe6Sb10(IO3)6,False,True,False,False,5,41,6,3,FM,True,23.9999996,23.9999996,0.0274370558527847,-5.421261704146342,874.7294071482553
Mg,mp-1233470,0.0,Mg-O-U-Zr,9.410169332250351,13.002231325385448,False,8.97915795,0.3896568101451656,-10.128124292580646,-3.5082202204838717,AB3C7D20,MgZr3U7O20,False,True,True,False,4,31,7,7,FM,True,16.0000001,16.0000001,0.0396954201603985,-9.684898486129033,403.06917108694887
